Id,date,platform,News content,title,Label
225,2024-05-11 13:52:59,MisbarFC,تعود الصورة المُتداولة إلى يوليو عام ، وتُوثق لحظة إجلاء جندي من الجيش الإسرائيلي، أُصيب بالقرب من الحدود مع قطاع غزة، حينها التفاصيل هنا httpsmsbrcorae معًا لنشر الحقيقة,تعود الصورة المُتداولة إلى يوليو عام ، وتُوثق لحظة إجلاء جندي من الجيش الإسرائيلي، أُصيب بالقرب من الحدود مع قطاع غزة، حينها,fake
226,2024-05-12 11:18:40,MisbarFC,المقطع لا يُظهر ملك وهو يلوّح بالعلم الفلسطيني خلال مرور مظاهرة داعمة لـ إنّما يعود إلى التاسع من مايوأيّار الجاري، من مظاهرات مؤيدة لفلسطين في مدينة مالمو في السويد، احتجاجًا على مشاركة إسرائيل في مسابقة الأغنية الأوروبية لعام تفاصيل أوفى httpsmsbrcoale كُن جزءًا من الحقيقة وتواصل معنا للتحقق من أي أخبار ومعلومات تشك في صدقيّتها,المقطع لا يُظهر ملك وهو يلوّح بالعلم الفلسطيني خلال مرور مظاهرة داعمة لـ إنّما يعود إلى التاسع من مايوأيّار الجاري، من مظاهرات مؤيدة لفلسطين في مدينة مالمو في السويد، احتجاجًا على مشاركة إسرائيل في مسابقة الأغنية الأوروبية لعام,fake
227,2024-05-12 18:14:35,MisbarFC,لا وجود لحسابات رسمية معروفة لميل غيبسون على أيٍّ من مواقع التواصل الاجتماعي، ولم ينتهِ البحث إلى أي نتيجة متعلقة بحديث غيبسون عن نهاية إسرائيل في المواقع الإخبارية ووسائل الإعلام الكبرى أو المتخصصة في أخبار الفنانين، التي نشرت خلال الأيام الماضية كافة التصريحات والمواقف المتعلقة بالحرب الجارية على غزة تفاصيل أوفى httpsmsbrcodcbk ساهموا في نشر الحقيقة,لا وجود لحسابات رسمية معروفة لميل غيبسون على أيٍّ من مواقع التواصل الاجتماعي، ولم ينتهِ البحث إلى أي نتيجة متعلقة بحديث غيبسون عن نهاية إسرائيل في المواقع الإخبارية ووسائل الإعلام الكبرى أو المتخصصة في أخبار الفنانين، التي نشرت خلال الأيام الماضية كافة التصريحات والمواقف المتعلقة بالحرب الجارية على غزة,fake
228,2024-05-13 09:00:33,MisbarFC,من يظهر في مقطع الفيديو طفل مغربي يعاني من متلازمة جفاف الجلد المصطبغ، وليس طفلًا فلسطينيًّا أصيب بجروح في استهداف إسرائيلي التفاصيل هنا httpsmsbrcozkey,من يظهر في مقطع الفيديو طفل مغربي يعاني من متلازمة جفاف الجلد المصطبغ، وليس طفلًا فلسطينيًّا أصيب بجروح في استهداف إسرائيلي,Real
229,2024-05-13 09:40:18,MisbarFC,الصورة تعود إلى يناير عام ، خلال إجراء سلاح الجو الإسرائيلي تدريبًا مشتركًا مع مستشفى هداسا عين كارم في القدس، لجاهزية مهبط طائرات الهليكوبتر داخل المستشفى المخصص لفرق الإنقاذ القادرة على الهبوط في أوقات الطوارئ التفاصيل هنا httpsmsbrcokdpk,الصورة تعود إلى يناير عام ، خلال إجراء سلاح الجو الإسرائيلي تدريبًا مشتركًا مع مستشفى هداسا عين كارم في القدس، لجاهزية مهبط طائرات الهليكوبتر داخل المستشفى المخصص لفرق الإنقاذ القادرة على الهبوط في أوقات الطوارئ,fake
230,2024-05-13 10:52:42,MisbarFC,يعود مقطع الفيديو إلى أغسطس عام ، وهو يوثق لحظة إطلاق شاب فلسطيني النار على جندي إسرائيلي، من خلال فتحة في جدار إسمنتي على الحدود الشرقية لقطاع غزة التفاصيل هنا httpsmsbrcovghqp ساهموا في نشر الحقيقة,يعود مقطع الفيديو إلى أغسطس عام ، وهو يوثق لحظة إطلاق شاب فلسطيني النار على جندي إسرائيلي، من خلال فتحة في جدار إسمنتي على الحدود الشرقية لقطاع غزة,fake
231,2024-05-14 10:02:02,MisbarFC,مقطع الفيديو نشره الإعلام العسكري لكتائب القسام في قناته على تطبيق تيليغرام يوم ديسمبر ، وذكر أنه لاستهداف دبابة لقوات الاحتلال الإسرائيلي بعد أن توغلت في حي الشجاعية شرقي مدينة غزة التفاصيل هنا httpsmsbrcomtt,مقطع الفيديو نشره الإعلام العسكري لكتائب القسام في قناته على تطبيق تيليغرام يوم ديسمبر ، وذكر أنه لاستهداف دبابة لقوات الاحتلال الإسرائيلي بعد أن توغلت في حي الشجاعية شرقي مدينة غزة,fake
232,2024-05-14 10:32:14,MisbarFC,الصورة تعود إلى أكتوبر عام ، لمشاهد نشرتها كتائب القسام، الجناح العسكري لحركة حماس، تُظهر اقتحام مقاتليها موقع إسناد مدرع التابع لكتيبة كيسوفيم شرقي محافظة خانيونس، بعد إطلاق القسام عملية طوفان الأقصى التفاصيل هنا httpsmsbrconps,الصورة تعود إلى أكتوبر عام ، لمشاهد نشرتها كتائب القسام، الجناح العسكري لحركة حماس، تُظهر اقتحام مقاتليها موقع إسناد مدرع التابع لكتيبة كيسوفيم شرقي محافظة خانيونس، بعد إطلاق القسام عملية طوفان الأقصى,fake
233,2024-05-14 11:05:42,MisbarFC,يتم تداول صورة ليحيى السنوار مع ضابط إسرائيلي، على أنها ملتقطة خلال الحرب الجارية على قطاع غزة فما قصة هذه الصورة ومتى التُقطت؟,يتم تداول صورة ليحيى السنوار مع ضابط إسرائيلي، على أنها ملتقطة خلال الحرب الجارية على قطاع غزة فما قصة هذه الصورة ومتى التُقطت,Real
234,2024-05-14 11:42:45,MisbarFC,تحدّث موقع وايرد إلى طلاب صحافيين في الولايات المتحدة الأميركية حول كيفية معاملتهم لكثرة الأخبار والمعلومات المضللة في أعقاب المظاهرات المساندة لفلسطين اقرأوا التفاصيل عبر المقال التالي httpsmsbrcoxpyl,تحدّث موقع وايرد إلى طلاب صحافيين في الولايات المتحدة الأميركية حول كيفية معاملتهم لكثرة الأخبار والمعلومات المضللة في أعقاب المظاهرات المساندة لفلسطين,fake
235,2024-05-15 07:28:42,MisbarFC,حساب الجامعة الإسلامية في قطاع غزة، نشر على موقع فيسبوك، في مارس عام ، مجموعة صور قال إنّها تُوثق تنفيذ كلية الطب في الجامعة لمناورة طبية بمناسبة اليوم الطبي، حينها اقرأوا التفاصيل httpsmsbrcohol,حساب الجامعة الإسلامية في قطاع غزة، نشر على موقع فيسبوك، في مارس عام ، مجموعة صور قال إنّها تُوثق تنفيذ كلية الطب في الجامعة لمناورة طبية بمناسبة اليوم الطبي، حينها,fake
236,2024-05-15 09:16:39,MisbarFC,الصورة نُشرت في الثامن من مايو ، وهي لجندي إسرائيلي من ذوي الاحتياجات الخاصة، في إطار احتفاء الاحتلال بمشروع يسمح للشباب من ذوي الاحتياجات الخاصة بالعمل ضمن قوات جيش الاحت_لال الإسرائيلي اقرأوا التفاصيل httpsmsbrcokecpf ساهموا في نشر الحقيقة,الصورة نُشرت في الثامن من مايو ، وهي لجندي إسرائيلي من ذوي الاحتياجات الخاصة، في إطار احتفاء الاحتلال بمشروع يسمح للشباب من ذوي الاحتياجات الخاصة بالعمل ضمن قوات جيش الاحت_لال الإسرائيلي,Real
237,2024-05-15 09:53:54,MisbarFC,وسائل إعلام إسرائيلية نشرت، الصورة في ديسمبر عام ، وقالت إنها لإجلاء جندي مُصاب من الجيش الإسرائيلي ونقله للعلاج من قطاع غزة، آنذاك التفاصيل هنا httpsmsbrcotehyd,وسائل إعلام إسرائيلية نشرت، الصورة في ديسمبر عام ، وقالت إنها لإجلاء جندي مُصاب من الجيش الإسرائيلي ونقله للعلاج من قطاع غزة، آنذاك,Real
238,2024-05-15 12:27:31,MisbarFC,الصورة المُتداولة تعود إلى الأول من يوليو عام ، وتُوثق الغارات الإسرائيلية على مدينة رفح جنوبي قطاع غزة، آنذاك والتقطها المصور سعيد الخطيب لصالح وكالة فرانس برس لمزيد التفاصيل httpsmsbrcoax معًا لنشر الحقيقة,الصورة المُتداولة تعود إلى الأول من يوليو عام ، وتُوثق الغارات الإسرائيلية على مدينة رفح جنوبي قطاع غزة، آنذاك,fake
239,2024-05-15 13:28:14,MisbarFC,مقطع الفيديو المُتداول يُوثق لحظة إسقاط طائرة مُسيرة إسرائيلية درون في سماء مدينة الخليل، جنوبي الضفة الغربية، يوم أمس الثلاثاء مايوأيّار لمزيد التفاصيل httpsmsbrcobojuf,مقطع الفيديو المُتداول يُوثق لحظة إسقاط طائرة مُسيرة إسرائيلية درون في سماء مدينة الخليل، جنوبي الضفة الغربية، يوم أمس الثلاثاء مايوأيّار,fake
240,2024-05-16 08:26:37,MisbarFC,مقطع الفيديو نُشر في فبراير عام ، ويعود لكواليس تصوير مشاهد من فيلم العهد، الذي أُنتج لصالح الدفاع المدني الفلسطيني لمزيد التفاصيل httpsmsbrcovdfr,مقطع الفيديو نُشر في فبراير عام ، ويعود لكواليس تصوير مشاهد من فيلم العهد، الذي أُنتج لصالح الدفاع المدني الفلسطيني,fake
241,2024-05-16 09:31:05,MisbarFC,وسائل إعلام ومنصات نشرت الصورة في الثامن من فبراير الفائت، على أنها لإصابات في صفوف الجنود الإسرائيليين جراء معارك مع المقاومة الفلسطينية شرقي خانيونس، نُقلوا إثرها إلى موقع كيسوفيم قبل تحويلهم إلى المستشفيات لمزيد التفاصيل httpsmsbrcoueqx ساهموا في نشر الحقيقة,وسائل إعلام ومنصات نشرت الصورة في الثامن من فبراير الفائت، على أنها لإصابات في صفوف الجنود الإسرائيليين جراء معارك مع المقاومة الفلسطينية شرقي خانيونس، نُقلوا إثرها إلى موقع كيسوفيم قبل تحويلهم إلى المستشفيات,fake
242,2024-05-16 11:02:35,MisbarFC,مقطع الفيديو من مظاهرة مساندة لفلسطين خرجت في ميدان ستورتورجيت في مدينة مالمو السويدية كما لم يعثر مسبار على أي أنباء حول إصدار حاكمة ولاية داكوتا الأميركية قرارًا يقضي بمنع بيع البطيخ لمزيد التفاصيل httpsmsbrcolcbe,كما لم يعثر مسبار على أي أنباء حول إصدار حاكمة ولاية داكوتا الأميركية قرارًا يقضي بمنع بيع البطيخ,fake
243,2024-05-17 11:32:37,MisbarFC,لم تُخفِ صحيفة ذا نيويورك تايمز انحيازها لصالح الاحتلال منذ إعلان قيام دولة إسرائيل عام وحتى حرب فكيف بدأت قصة تحيزها؟ اقرأ التفاصيل عبر المقال التالي httpsmsbrcoqaq في مسبار نتحقق من الأخبار والمعلومات في الفضاء العموميّ لنكشف حقيقتها,لم تُخفِ صحيفة ذا نيويورك تايمز انحيازها لصالح الاحتلال منذ إعلان قيام دولة إسرائيل عام وحتى حرب فكيف بدأت قصة تحيزها,fake
244,2024-05-17 12:41:42,MisbarFC,الفيديو يعود إلى حركة نقف معًا الإسرائيلية اليسارية، التي ألقت المنشورات على تل أبيب، في السادس مايو الجاري، ردًّا على إلقاء الحكومة الإسرائيلية، آنذاك، منشورات تحذيرية على رفح جنوبي قطاع غزة لمزيد التفاصيل httpsmsbrcobeg ساهموا في نشر الحقيقة,الفيديو يعود إلى حركة نقف معًا الإسرائيلية اليسارية، التي ألقت المنشورات على تل أبيب، في السادس مايو الجاري، ردًّا على إلقاء الحكومة الإسرائيلية، آنذاك، منشورات تحذيرية على رفح جنوبي قطاع غزة,fake
245,2024-05-17 13:45:58,MisbarFC,التُقطت الصورة في الخامس أغسطس عام ، وتظهر صواريخ فلسطينية أطلقتها المقاومة من قطاع غزة، ردًّا على غارات جوية إسرائيلية استهدفت القطاع، حينها، وقتلت قياديًا بارزًا في حركة الجهاد الإسلامي لمزيد التفاصيل httpsmsbrcoprd مصدركم الأول للتحقق من صحة الأخبار والمعلومات المتداولة,التُقطت الصورة في الخامس أغسطس عام ، وتظهر صواريخ فلسطينية أطلقتها المقاومة من قطاع غزة، ردًّا على غارات جوية إسرائيلية استهدفت القطاع، حينها، وقتلت قياديًا بارزًا في حركة الجهاد الإسلامي,fake
246,2024-05-17 15:17:41,MisbarFC,اللغة الاستعمارية كأداة تضليل لإنكار الحق الفلسطيني,اللغة الاستعمارية كأداة تضليل لإنكار الحق الفلسطيني,Real
247,2024-05-18 12:53:38,MisbarFC,وسائل إعلامية ومصادر إسرائيلية نشرت الفيديو في إبريل الفائت، على أنه لنقل الجنود الإسرائيليين الجرحى والقتلى في الكمين الذي نفذته عناصر المقاومة الفلسطينية في محور نتساريم جنوبي مدينة غزة، حينها لمزيد التفاصيل httpsmsbrcofhnv,وسائل إعلامية ومصادر إسرائيلية نشرت الفيديو في إبريل الفائت، على أنه لنقل الجنود الإسرائيليين الجرحى والقتلى في الكمين الذي نفذته عناصر المقاومة الفلسطينية في محور نتساريم جنوبي مدينة غزة، حينها,Real
248,2024-05-19 07:37:11,MisbarFC,مقطع الفيديو منشور على يوتيوب ووسائل إعلام عبرية وعربية، في أكتوبر ، على أنّه لاقتحام إيتمار بن غفير، عضو الكنيست الإسرائيلي آنذاك، حيّ الشيخ جراح في القدس رفقة مستوطنين، وإشهاره السلاح في وجه سكانه بعد تعرضه للرشق بالحجارة لمزيد التفاصيل httpsmsbrcodncx معًا لنشر الحقيقة تحقّق مع من أي أخبار ومعلومات تشك في مصداقيتها,مقطع الفيديو منشور على يوتيوب ووسائل إعلام عبرية وعربية، في أكتوبر ، على أنّه لاقتحام إيتمار بن غفير، عضو الكنيست الإسرائيلي آنذاك، حيّ الشيخ جراح في القدس رفقة مستوطنين، وإشهاره السلاح في وجه سكانه بعد تعرضه للرشق بالحجارة,Real
249,2024-05-19 10:59:48,MisbarFC,مقطع الفيديو يعود إلى لعبة الفيديو العسكرية ARMA ، ونُشر المقطع في قناة متخصّصة بألعاب الفيديو على موقع يوتيوب، في الثالث من أكتوبر ، قبل أيام من بدء العدوان الإسرائيلي الجاري على قطاع غزة في السابع من الشهر نفسه التفاصيل هنا httpsmsbrcoifbe,مقطع الفيديو يعود إلى لعبة الفيديو العسكرية ARMA ، ونُشر المقطع في قناة متخصّصة بألعاب الفيديو على موقع يوتيوب، في الثالث من أكتوبر ، قبل أيام من بدء العدوان الإسرائيلي الجاري على قطاع غزة في السابع من الشهر نفسه,fake
250,2024-05-20 07:05:51,MisbarFC,الصورة نُشرت في السابع من يناير ، على أنّها لنفق عثرت عليه، حينها، قوات الاحتلال شمالي قطاع غزة وبحسب الرواية الإسرائيلية، فإنّ النفق استخدمته حركة حماس بداية عملية طوفان الأقصى التفاصيل هنا httpsmsbrcogiuq,الصورة نُشرت في السابع من يناير ، على أنّها لنفق عثرت عليه، حينها، قوات الاحتلال شمالي قطاع غزة,Real
251,2024-05-20 11:53:48,MisbarFC,ساهموا معنا في وقف انتشار المعلومات المضللة والزائفة من خلال رصدها والتبليغ عنها هذا الفيديو بالتعاون مع منصة صواب لبنان، ومع منصة تحقّق فلسطين,ساهموا معنا في وقف انتشار المعلومات المضللة والزائفة من خلال رصدها والتبليغ عنها,Real
252,2024-05-20 12:25:56,MisbarFC,ادّعاءات مُرفقة بصور ومقاطع فيديو ادعى ناشروها أنّها توثّق عمليات إجلاء ونقل جثث وجرحى جيش الاحتلال الإسرائيلي، من داخل إلى مستشفيات إسرائيلية إليكم ما كشفته تحقيقات حول هذه الادّعاءات، عبر هذا المقال httpsmsbrcocgihr,ادّعاءات مُرفقة بصور ومقاطع فيديو ادعى ناشروها أنّها توثّق عمليات إجلاء ونقل جثث وجرحى جيش الاحتلال الإسرائيلي، من داخل إلى مستشفيات إسرائيلية,fake
253,2024-05-20 21:20:40,MisbarFC,صُوّر مقطعا الفيديو في ينايركانون الثاني عام ، ويظهران توزيع الحلوى في ومخيم شعفاط في ابتهاجًا بعملية إطلاق نار قُتل فيها سبعة إسرائيليين وأصيب نحو عشرة آخرين تفاصيل أوفى httpsmsbrcolfci,صُوّر مقطعا الفيديو في ينايركانون الثاني عام ، ويظهران توزيع الحلوى في ومخيم شعفاط في ابتهاجًا بعملية إطلاق نار قُتل فيها سبعة إسرائيليين وأصيب نحو عشرة آخرين,fake
254,2024-05-22 12:24:23,MisbarFC,الصورة المتداولة تعود إلى الثامن من أكتوبر عام ، وتُوثّق إطلاق فصائل المقاومة الفلسطينية رشقات صاروخية باتجاه إسرائيل من قطاع غزة، والتقطت الصورة مصوّرة صحفية تُدعى فاطمة شبير لصالح وكالة أسوشييتد برس لمزيد التفاصيل httpsmsbrcoxmn,الصورة المتداولة تعود إلى الثامن من أكتوبر عام ، وتُوثّق إطلاق فصائل المقاومة الفلسطينية رشقات صاروخية باتجاه إسرائيل من قطاع غزة، والتقطت الصورة مصوّرة صحفية تُدعى فاطمة شبير لصالح وكالة أسوشييتد برس,fake
255,2024-05-23 08:47:39,MisbarFC,الفيديو يعود إلى ديسمبركانون الأول عام ، للحظة قيام فلسطينيين في قطاع غزة بتمزيق صورة قائد فيلق القدس السابق، قاسم سليماني، من على لوحة كبيرة في القطاع هُنا التفاصيل httpsmsbrcoavexf,الفيديو يعود إلى ديسمبركانون الأول عام ، للحظة قيام فلسطينيين في قطاع غزة بتمزيق صورة قائد فيلق القدس السابق، قاسم سليماني، من على لوحة كبيرة في القطاع,fake
256,2024-05-23 17:42:10,MisbarFC,تتبّع انتشار هذه المزاعم في وسائل الإعلام الإسرائيلية والغربية ما قصة الاتّهامات الجنسية الموجهة إلى مقاتلي بعد إليكم كامل التفاصيل عبر المقال التالي httpsmsbrcozt تجدون علامة تبويب بعنوان الحرب على غزة عبر موقعنا الإلكتروني httpsmsbrcoaqzv,تجدون علامة تبويب بعنوان الحرب على غزة عبر موقعنا الإلكتروني httpsmsbr,fake
257,2024-05-25 12:18:23,MisbarFC,مقطع الفيديو يعود للسادس من شهر يونيو عام ، وهو للحظة الاعتداء على طاقم قناة الجزيرة أثناء تغطيته لأحداث حي الشيخ جراح في القدس المحتلة، آنذاك للمزيد من التفاصيل httpsmsbrcoizmw ساهموا في نشر الحقيقة,مقطع الفيديو يعود للسادس من شهر يونيو عام ، وهو للحظة الاعتداء على طاقم قناة الجزيرة أثناء تغطيته لأحداث حي الشيخ جراح في القدس المحتلة، آنذاك,fake
258,2024-05-26 08:17:21,MisbarFC,نشر حساب منظمة كسر الصمت الإسرائيلية على موقع فيسبوك الصورة في مارسآذار عام وأرفقت المنظمة الصورة بشهادة رقيب من جيش الاحتلال الإسرائيلي تابعوا قراءة التفاصيل عبر تحقيق httpsmsbrcoord ساهموا في نشر الحقيقة,نشر حساب منظمة كسر الصمت الإسرائيلية على موقع فيسبوك الصورة في مارسآذار عام,fake
259,2024-05-26 09:31:27,MisbarFC,أنتم الحلّ دائمًا بمساعدتكم منصات التحقق من خلال التبليغ عن التضليل هذا الفيديو بالتعاون مع منصة صواب لبنان، ومع منصة تحقّق فلسطين معًا لنشر الحقيقة,هذا الفيديو بالتعاون مع منصة صواب لبنان، ومع منصة تحقّق فلسطين,Real
260,2024-05-26 18:17:03,MisbarFC,نشرت وسائل إعلام فلسطينية الصورة في مايو عام ، بعدما أطلقت فصائل المقاومة الفلسطينية، صواريخ باتجاه المستوطنات ومدن الاحتلال الإسرائيلي، ردًّا على العدوان الإسرائيلي حينها تفاصيل أوفى عبر تحقيق httpsmsbrcoraz,نشرت وسائل إعلام فلسطينية الصورة في مايو عام ، بعدما أطلقت فصائل المقاومة الفلسطينية، صواريخ باتجاه المستوطنات ومدن الاحتلال الإسرائيلي، ردًّا على العدوان الإسرائيلي حينها,fake
261,2024-05-27 12:22:53,MisbarFC,سليمان الفرا، المصوّر الفلسطيني، نشر الصورة على حسابه الشخصي على موقع إنستغرام في ديسمبر ، مذكرًا بأنها لضحايا المجزرة التي ارتكبتها قوات الاحتلال الإسرائيلي في مخيم المغازي وسط قطاع غزة للمزيد من التفاصيل httpsmsbrcofex ساهموا في نشر الحقيقة,سليمان الفرا، المصوّر الفلسطيني، نشر الصورة على حسابه الشخصي على موقع إنستغرام في ديسمبر ، مذكرًا بأنها لضحايا المجزرة التي ارتكبتها قوات الاحتلال الإسرائيلي في مخيم المغازي وسط قطاع غزة,fake
262,2024-05-27 18:53:13,MisbarFC,الصورة تعود للملازم أحمد مصطفى جابر الذي توفي في حادث سير مساء السبت، مايوأيار ولم يفصح المتحدث باسم الجيش المصري عن اسم الذي قُتل على الحدود بين وقطاع غزة، جراء تبادل إطلاق نار بين جنود مصريين وإسرائيليين تفاصيل أوفى عبر تحقيق httpsmsbrcoedv,ولم يفصح المتحدث باسم الجيش المصري عن اسم الذي قُتل على الحدود بين وقطاع غزة، جراء تبادل إطلاق نار بين جنود مصريين وإسرائيليين,fake
263,2024-05-28 08:14:50,MisbarFC,الصورة للجندي المصري شريف عبد المنعم، الذي قُتل في سيناء عام ، وليست للجندي المصري الذي أُعلن عن مقتله على الحدود بين مصر وقطاع غزة، جراء تبادل إطلاق نار بين جنود مصريين وإسرائيليين، يوم أمس الاثنين مايو للمزيد من التفاصيل httpsmsbrcoijm,الصورة للجندي المصري شريف عبد المنعم، الذي قُتل في سيناء عام ، وليست للجندي المصري الذي أُعلن عن مقتله على الحدود بين مصر وقطاع غزة، جراء تبادل إطلاق نار بين جنود مصريين وإسرائيليين، يوم أمس الاثنين مايو,fake
264,2024-05-28 10:35:44,MisbarFC,نشرت وسائل إعلام المشهد في التاسع من نوفمبر الفائت، وقالت إنّه يوثّق قصفًا إسرائيليًا استهدف محيط المستشفى الإندونيسي، شمالي قطاع غزة، آنذاك للمزيد من التفاصيل httpsmsbrcojjmm ساهموا في نشر الحقيقة,نشرت وسائل إعلام المشهد في التاسع من نوفمبر الفائت، وقالت إنّه يوثّق قصفًا إسرائيليًا استهدف محيط المستشفى الإندونيسي، شمالي قطاع غزة، آنذاك,Real
265,2024-05-28 14:45:21,MisbarFC,مقطع الفيديو يعود إلى محاولات لاقتحام القنصلية الإسرائيلية في إسطنبول من قبل متظاهرين أتراك، احتجاجًا على مجزرة مستشفى المعمداني في أكتوبر للمزيد من التفاصيل httpsmsbrcopup,مقطع الفيديو يعود إلى محاولات لاقتحام القنصلية الإسرائيلية في إسطنبول من قبل متظاهرين أتراك، احتجاجًا على مجزرة مستشفى المعمداني في أكتوبر,fake
266,2024-05-28 18:34:47,MisbarFC,لم ينشر موقع سي بي إس نيوز الأميركي تصريحًا عن مسؤولٍ في يقول فيه لو كنا نعلم أننا سنخسر ألف شهيد في لم نكن لنقوم بهجوم أكتوبر على إسرائيل ولم تنشره الحسابات والموقع الرسمي لحركة حماس، ولم يجد أي موقع إخباري رسمي آخر نقل التصريح، أو حتى محتوى مقارب للتصريح للمزيد من التفاصيل httpsmsbrcousstb معًا لنشر الحقيقة,لم ينشر موقع سي بي إس نيوز الأميركي تصريحًا عن مسؤولٍ في يقول فيه لو كنا نعلم أننا سنخسر ألف شهيد في لم نكن لنقوم بهجوم أكتوبر على إسرائيل,fake
267,2024-05-29 08:05:04,MisbarFC,البرلمان الفرنسي يبعد سيباستيان ديلوغو، النائب عن حزب فرنسا الأبية المعارض، لـ يومًا، بسبب رفعه العلم الفلسطيني خلال جلسة الجمعية الوطنية,البرلمان الفرنسي يبعد سيباستيان ديلوغو، النائب عن حزب فرنسا الأبية المعارض، لـ يومًا، بسبب رفعه العلم الفلسطيني خلال جلسة الجمعية الوطنية,fake
268,2024-05-29 10:03:36,MisbarFC,الصورة نُشرت في أكتوبر عام ، وهي من قصف إسرائيلي على شمال قطاع غزة بعد أيام من بدء العدوان على القطاع التفاصيل هنا httpsmsbrcotolfd ساهموا في نشر الحقيقة,الصورة نُشرت في أكتوبر عام ، وهي من قصف إسرائيلي على شمال قطاع غزة بعد أيام من بدء العدوان على القطاع,fake
269,2024-05-29 10:38:36,MisbarFC,توصّل تحليل لشبكة سي إن إن الأميركية إلى أن الذخائر التي استخدمتها إسرائيل في قصف مخيم للنازحين في رفح هي أميركية الصنع,توصّل تحليل لشبكة سي إن إن الأميركية إلى أن الذخائر التي استخدمتها إسرائيل في قصف مخيم للنازحين في رفح هي أميركية الصنع,Real
270,2024-05-29 13:00:43,MisbarFC,كيف تؤثر الخاصية على المحتوى الفلسطيني؟ في فبراير ، أطلقت منصة انستغرام خاصية تهدف لتقليل ظهور المحتوى السياسي للمستخدمين مزيد التفاصيل httpsmsbrconibf في مسبار نتحقق من الأخبار والمعلومات في الفضاء العموميّ لنكشف حقيقتها,في فبراير ، أطلقت منصة انستغرام خاصية تهدف لتقليل ظهور المحتوى السياسي للمستخدمين,fake
271,2024-05-29 13:25:19,MisbarFC,تصريح منسوب لمسؤول في حماس بأن الحركة ندمت على عملية طوفان الأقصى بسبب عدد الضحايا في غزة تعرّفوا إلى حقيقة التصريح,تصريح منسوب لمسؤول في حماس بأن الحركة ندمت على عملية طوفان الأقصى بسبب عدد الضحايا في غزة,Real
272,2024-05-30 08:46:47,MisbarFC,مضلل أعلن الجيش الإسرائيلي عبر موقعه الرسمي مقتل ثلاثة جنود خلال الاشتباكات في قطاع غزة، كما أعلنت كتائب القسام مسؤوليتها عن قتل الجنود الإسرائيليين لم تنشر أي مصادر رسمية أو إعلامية معلومات عن مقتل جنود من الجيش الإسرائيلي خلال تبادل إطلاق النار الأخير بين جنود من الجيش المصري والإسرائيلي التفاصيل هنا httpsmsbrcoyro,أعلن الجيش الإسرائيلي عبر موقعه الرسمي مقتل ثلاثة جنود خلال الاشتباكات في قطاع غزة، كما أعلنت كتائب القسام مسؤوليتها عن قتل الجنود الإسرائيليين,Real
273,2024-05-30 11:08:41,MisbarFC,القناة العبرية لم تنشر خبرًا يُفيد بموافقة مصر على طلب إسرائيلي يقضي بسحب أسلحة عناصر الجيش المصري على الحدود من قطاع غزة تفاصيل أكثر httpsmsbrcozcmjx,القناة العبرية لم تنشر خبرًا يُفيد بموافقة مصر على طلب إسرائيلي يقضي بسحب أسلحة عناصر الجيش المصري على الحدود من قطاع غزة,fake
274,2024-05-30 12:21:45,MisbarFC,مقطع الفيديو يعود إلى صراخ واستغاثة أفراد من عائلة أبو ريا، أثناء حريق منزلهم في مخيم جباليا في نوفمبرتشرين الثاني عام التفاصيل هنا httpsmsbrcoyehu,مقطع الفيديو يعود إلى صراخ واستغاثة أفراد من عائلة أبو ريا، أثناء حريق منزلهم في مخيم جباليا في نوفمبرتشرين الثاني عام,fake
275,2024-05-30 12:55:20,MisbarFC,مسبار يجيبكم عن السؤال هل قُتل العقيد المصري أحمد صابر المنسي عام على يد أفراد من حركة حماس؟,هل قُتل العقيد المصري أحمد صابر المنسي عام على يد أفراد من حركة حماس,fake
276,2024-05-30 13:22:42,MisbarFC,لم تنشر صحيفة هآرتس بأي من نسختيها الإنجليزية أو العبرية مقالًا بالعنوان المتداول، أو تقريرًا ذُكر فيه ما ورد في الادعاء الذي جرى تداوله مرارًا خلال الحرب الجارية على غزة وقبلها في عام خلال معركة سيف القدس التفاصيل هنا httpsmsbrcoslq,لم تنشر صحيفة هآرتس بأي من نسختيها الإنجليزية أو العبرية مقالًا بالعنوان المتداول، أو تقريرًا ذُكر فيه ما ورد في الادعاء الذي جرى تداوله مرارًا خلال الحرب الجارية على غزة وقبلها في عام خلال معركة سيف القدس,fake
277,2024-05-30 17:02:01,MisbarFC,المغنية البريطانية الألبانية، دوا ليبا، تدين القصف الإسرائيلي لمخيمات اللاجئين في رفح، وتدعو لإظهار التضامن مع غزة,المغنية البريطانية الألبانية، دوا ليبا، تدين القصف الإسرائيلي لمخيمات اللاجئين في رفح، وتدعو لإظهار التضامن مع غزة,Real
278,2024-05-30 17:29:55,MisbarFC,يعود الفيديو إلى إسرائيليين أسرتهم كتائب القسام، الذراع العسكري لحركة حماس، خلال انطلاق عملية طوفان الأقصى يوم السابع من أكتوبرتشرين الأول تفاصيل أوفى httpsmsbrcoyuzo,يعود الفيديو إلى إسرائيليين أسرتهم كتائب القسام، الذراع العسكري لحركة حماس، خلال انطلاق عملية طوفان الأقصى يوم السابع من أكتوبرتشرين الأول,Real
